line_no,work_shift,worker_years,work_min,temp_c,humid_percent,gauge_a,gauge_b,gauge_c,is_defect
1호기,낮,0,32.3,27.7,40.9,93.24,183.22,48.08,0
2호기,낮,3,30.4,27.3,52.3,98.08,220.88,51.18,0
2호기,낮,10,32.4,24.2,45.7,104.66,207.29,53.52,0
1호기,낮,1,37.6,25.4,37.3,96.95,210.90,41.94,0
3호기,낮,11,22.7,22.3,60.3,102.28,167.08,56.76,0
1호기,밤,14,,24.7,56.3,100.87,220.35,51.88,0
1호기,밤,11,34.4,24.6,58.5,84.13,190.90,44.27,0
1호기,밤,7,34.8,25.6,41.8,126.64,221.47,45.86,0
3호기,밤,7,34.8,23.5,50.1,105.69,202.32,53.67,0
1호기,낮,13,25.5,24.9,37.9,99.49,200.80,50.37,0
1호기,낮,15,28.2,27.4,48.8,86.82,210.66,54.05,0
1호기,밤,6,33.5,25.1,62.7,108.26,214.45,48.52,0
2호기,낮,8,22.6,26.9,51.5,113.95,208.68,45.43,0
1호기,낮,14,30.2,27.5,58.1,97.65,189.32,49.37,0
1호기,밤,8,32.2,28.9,70.5,98.60,208.91,45.95,0
3호기,낮,3,28.0,25.3,55.9,102.72,214.15,43.92,0
2호기,낮,1,36.1,23.0,35.8,97.60,188.83,54.73,0
1호기,밤,13,25.4,24.0,40.8,83.17,219.13,45.08,0
1호기,낮,10,25.6,27.7,58.3,102.68,193.66,47.03,0
3호기,낮,13,25.1,28.3,54.5,102.78,238.57,51.64,0
1호기,낮,1,26.0,29.1,53.8,98.20,192.26,50.70,0
3호기,낮,11,31.4,22.6,46.1,117.01,191.20,46.32,0
2호기,낮,12,32.7,26.4,43.3,93.71,212.93,50.83,0
3호기,낮,2,28.0,25.4,56.1,95.53,228.01,53.29,0
3호기,밤,8,34.9,26.4,57.0,96.93,197.39,49.57,0
1호기,낮,15,33.2,25.2,34.9,84.18,205.88,56.48,0
2호기,낮,3,,20.4,39.6,97.52,202.21,45.63,0
2호기,밤,9,31.2,25.1,56.5,114.18,205.41,52.53,0
3호기,낮,3,32.4,22.5,45.2,99.22,194.65,43.82,0
2호기,낮,13,25.4,22.4,50.6,96.36,188.86,46.85,0
3호기,낮,5,31.5,26.4,48.1,93.05,186.39,51.74,0
2호기,밤,1,40.4,14.9,49.0,90.67,197.05,54.65,0
1호기,밤,1,31.0,25.0,56.6,96.20,175.59,55.62,0
1호기,밤,0,28.1,27.6,52.2,106.60,183.95,51.23,0
2호기,밤,1,32.6,26.0,48.1,96.02,206.48,46.94,0
1호기,낮,10,32.9,28.6,41.4,114.51,173.75,57.21,0
1호기,밤,4,33.1,28.2,51.0,98.49,242.86,56.76,0
2호기,낮,3,32.2,26.6,50.1,91.66,219.17,54.80,0
1호기,낮,11,30.3,27.9,54.5,118.15,192.33,44.75,0
3호기,밤,2,26.3,21.1,50.7,101.29,185.38,48.07,0
1호기,밤,0,32.7,16.8,41.5,85.76,173.94,42.71,0
1호기,낮,11,39.8,20.8,69.3,105.26,192.98,50.16,0
2호기,밤,9,,27.2,58.4,107.41,187.78,43.56,0
2호기,낮,10,37.9,21.8,61.5,97.71,180.28,52.68,0
2호기,낮,6,29.5,24.9,42.1,90.49,220.46,40.80,0
1호기,낮,11,17.9,23.3,55.7,115.09,218.49,53.21,0
1호기,밤,3,30.3,26.2,51.0,114.10,210.21,53.70,0
2호기,밤,5,25.0,22.7,43.6,118.08,184.05,44.63,0
2호기,밤,12,29.6,21.2,52.9,93.40,182.74,55.42,0
3호기,밤,1,29.4,22.5,66.6,104.70,214.51,52.66,0
3호기,밤,16,28.9,21.9,49.5,96.83,192.17,55.26,0
3호기,낮,2,38.6,18.3,51.9,111.79,217.24,51.36,0
2호기,낮,0,30.5,26.4,49.9,98.36,196.10,57.45,0
2호기,밤,6,28.3,21.6,52.4,79.63,187.38,53.36,0
3호기,낮,11,37.7,27.3,38.8,96.27,204.29,51.65,0
2호기,밤,1,22.8,29.3,59.1,120.86,209.18,47.29,0
1호기,밤,3,26.8,22.3,50.0,111.93,213.87,58.67,0
2호기,낮,14,20.0,21.1,65.6,96.52,197.31,57.68,0
3호기,낮,1,36.2,20.8,30.5,92.43,206.95,58.70,0
1호기,밤,7,26.5,25.4,65.5,91.86,178.34,53.03,0
3호기,밤,13,39.1,24.2,56.0,96.93,183.32,60.01,0
2호기,낮,3,35.8,27.2,42.1,79.36,224.61,45.57,0
3호기,밤,1,35.3,24.0,54.4,96.38,230.61,47.42,0
3호기,밤,5,25.1,22.3,41.9,93.21,188.40,51.98,0
2호기,밤,3,24.8,29.9,58.2,101.69,201.52,55.50,0
3호기,밤,10,33.6,20.8,25.2,104.20,211.09,46.85,0
1호기,낮,11,33.3,23.4,39.5,120.00,180.84,54.78,0
2호기,낮,0,,22.2,41.6,89.48,193.77,54.57,0
3호기,낮,8,32.0,23.4,50.1,91.12,190.74,60.52,0
1호기,낮,,28.5,21.4,38.6,107.53,164.06,54.95,0
1호기,밤,0,37.0,27.0,50.6,86.93,173.30,52.05,0
1호기,낮,15,32.4,24.6,47.2,96.41,230.86,51.70,0
2호기,밤,10,30.9,24.5,42.1,75.51,220.79,50.45,0
2호기,밤,4,30.1,21.3,51.9,96.11,215.18,49.08,0
1호기,낮,4,31.0,27.6,43.9,96.52,204.88,43.78,0
2호기,밤,9,30.5,28.3,43.3,111.18,199.71,53.92,0
2호기,밤,1,29.3,25.4,37.0,91.23,189.61,58.57,0
3호기,밤,11,29.0,28.4,36.8,91.34,198.67,46.58,0
3호기,밤,13,28.7,22.7,50.2,87.85,165.61,53.64,0
2호기,밤,8,31.6,23.7,42.7,96.01,213.11,45.46,0
3호기,밤,3,29.0,24.0,49.8,90.65,171.45,55.97,0
2호기,낮,6,32.4,23.4,51.3,114.87,206.80,48.44,0
3호기,밤,10,,20.5,48.7,93.49,187.76,52.66,0
1호기,밤,5,36.2,23.7,40.9,103.84,203.73,55.90,0
1호기,낮,7,23.1,24.6,49.5,92.93,191.71,47.26,0
2호기,밤,12,23.7,20.9,52.1,98.71,152.98,51.39,0
3호기,밤,15,24.0,26.9,53.5,91.78,214.82,50.26,0
1호기,밤,7,26.2,29.5,45.3,86.09,199.77,44.25,0
2호기,낮,9,27.0,27.6,61.2,91.94,233.69,50.51,0
1호기,밤,6,23.7,23.2,49.7,78.20,196.29,49.96,0
3호기,낮,9,31.0,24.0,47.3,104.84,166.83,53.01,0
3호기,낮,7,32.8,27.2,60.5,94.86,215.83,47.68,0
3호기,낮,15,,27.1,51.9,97.41,197.85,65.15,0
1호기,낮,16,24.3,26.1,46.9,94.30,186.22,44.69,0
3호기,밤,13,36.2,26.3,50.6,107.62,199.04,49.81,0
3호기,밤,12,32.2,29.1,57.3,82.74,203.79,47.44,0
2호기,낮,6,30.8,25.6,43.3,99.40,186.28,50.41,0
2호기,밤,6,32.1,23.9,56.3,97.68,213.65,52.04,0
1호기,낮,2,25.6,31.6,54.7,107.07,226.69,53.79,0
2호기,밤,6,21.6,25.7,56.1,118.18,186.89,47.62,0
3호기,밤,7,33.4,25.4,53.2,107.84,216.10,43.42,0
2호기,밤,8,24.6,26.1,55.0,97.31,193.91,48.69,0
2호기,밤,0,35.7,29.2,50.7,114.71,208.89,41.39,0
2호기,낮,6,35.0,25.5,47.6,88.71,215.49,57.13,0
2호기,밤,8,36.0,22.3,51.1,114.32,201.23,63.21,0
3호기,낮,0,36.4,27.6,42.3,90.64,199.70,47.29,0
1호기,밤,2,33.5,26.8,42.4,102.53,197.55,50.60,0
2호기,밤,9,25.2,26.7,44.9,110.47,222.98,51.60,0
3호기,낮,12,28.4,21.6,42.6,101.93,221.25,44.74,0
1호기,밤,5,27.0,27.2,67.1,99.39,195.31,44.17,0
1호기,밤,12,33.1,28.2,37.9,119.25,176.30,43.00,0
3호기,밤,0,24.7,23.7,53.7,86.53,182.03,54.87,0
1호기,밤,7,33.9,24.8,50.0,94.24,184.64,55.34,0
2호기,낮,13,28.4,29.3,57.0,101.68,177.16,43.97,0
2호기,낮,6,30.9,29.6,68.0,99.89,225.93,44.90,0
1호기,낮,14,29.7,25.9,63.1,99.43,227.77,50.21,0
2호기,낮,12,27.8,25.4,62.9,101.80,223.46,52.63,0
2호기,낮,13,20.2,30.4,43.7,110.89,218.57,46.19,0
1호기,낮,1,26.5,26.8,47.1,100.42,199.58,49.40,0
1호기,낮,15,32.5,22.1,61.1,106.17,203.37,56.09,0
1호기,낮,2,32.3,23.1,49.9,112.02,211.64,47.00,0
2호기,낮,9,36.3,29.0,49.9,89.87,212.35,52.88,0
1호기,낮,2,26.9,21.4,41.7,107.49,171.28,58.14,0
1호기,낮,1,30.1,26.4,41.9,86.67,185.65,47.38,0
1호기,밤,14,,20.5,56.1,102.90,173.66,47.17,0
3호기,밤,5,37.1,30.1,57.5,97.32,203.14,45.33,0
2호기,낮,2,22.5,30.3,53.7,109.44,196.80,36.10,0
1호기,밤,15,32.6,24.8,46.4,120.12,175.11,55.46,0
3호기,낮,13,29.6,23.5,44.7,106.95,213.64,48.42,0
2호기,낮,,17.3,19.7,50.9,104.20,231.21,53.97,0
3호기,낮,0,28.9,28.7,43.5,93.79,214.29,47.65,0
1호기,낮,5,28.6,30.7,46.2,98.89,202.61,51.26,0
2호기,낮,6,33.6,28.5,51.1,83.78,176.17,45.29,0
1호기,밤,2,25.0,28.7,56.0,99.54,198.70,44.07,0
3호기,밤,6,21.3,27.1,75.1,101.95,185.59,53.14,0
1호기,밤,2,32.8,20.9,39.4,93.45,224.69,49.75,0
3호기,밤,16,31.5,23.0,57.8,98.71,186.47,54.16,0
3호기,밤,15,42.1,27.3,39.7,111.86,214.58,50.92,0
1호기,밤,4,35.7,26.6,49.4,94.00,206.00,58.83,0
2호기,밤,14,29.0,26.1,44.1,93.34,209.41,49.29,0
3호기,밤,6,21.3,28.0,24.9,95.03,179.87,56.93,0
3호기,낮,11,38.0,21.1,50.4,112.37,198.53,54.27,0
2호기,낮,0,28.2,25.9,64.5,72.25,199.09,52.22,0
1호기,낮,8,24.7,28.2,65.3,118.32,207.94,47.29,0
1호기,낮,7,21.7,23.6,47.6,99.96,185.67,46.70,0
3호기,낮,0,31.2,26.7,35.9,109.48,190.65,50.27,0
2호기,낮,16,29.2,20.0,33.3,121.30,212.72,50.81,0
1호기,밤,10,25.1,25.6,47.1,89.66,228.43,49.26,0
3호기,밤,13,31.1,23.7,49.5,96.87,201.32,49.10,0
1호기,낮,1,29.4,26.6,50.9,92.69,187.20,58.86,0
1호기,밤,14,31.9,26.9,62.6,104.92,196.10,41.35,0
1호기,밤,5,31.6,24.9,47.4,112.63,180.20,49.32,0
3호기,밤,0,28.2,23.6,43.2,101.89,211.34,49.25,0
2호기,낮,14,27.6,27.7,44.9,96.64,213.00,49.71,0
2호기,밤,13,27.3,29.2,52.0,107.33,193.62,49.34,0
2호기,낮,10,35.0,23.9,58.6,90.32,211.44,47.86,0
2호기,낮,8,29.9,26.9,51.7,87.42,210.40,46.87,0
1호기,밤,16,24.2,27.2,44.5,101.79,184.19,54.24,0
2호기,낮,9,26.5,23.4,46.2,83.81,186.61,48.93,0
2호기,낮,10,,28.7,46.7,85.21,191.45,59.18,0
3호기,밤,5,24.3,27.1,48.7,107.66,198.04,55.19,0
1호기,밤,12,31.1,27.3,47.5,90.32,197.86,55.65,0
1호기,낮,16,28.1,27.2,46.1,108.49,192.16,36.08,0
3호기,낮,8,34.5,27.5,47.5,98.80,201.89,45.24,0
1호기,낮,3,20.1,24.5,33.6,106.76,228.64,54.00,0
2호기,밤,7,23.8,30.4,54.5,100.94,214.20,50.66,0
3호기,낮,14,20.2,26.4,40.4,88.03,197.12,46.40,0
2호기,낮,9,33.1,26.1,58.5,101.21,216.72,50.19,0
3호기,밤,8,24.6,25.2,44.8,90.73,188.92,47.65,0
1호기,밤,8,35.1,29.4,66.3,90.26,202.90,45.40,0
2호기,낮,2,21.7,20.7,33.3,104.18,185.28,50.70,0
2호기,밤,16,28.2,21.3,44.2,97.40,184.04,44.71,0
2호기,낮,7,25.0,30.9,45.1,100.95,220.49,47.08,0
3호기,밤,13,35.7,18.9,61.8,119.92,168.07,55.85,0
3호기,밤,16,34.8,31.8,45.5,107.76,184.42,53.29,0
1호기,낮,7,41.0,31.0,52.9,106.57,151.02,51.48,0
3호기,낮,1,24.4,25.3,70.0,92.62,241.22,45.74,0
1호기,낮,11,34.3,21.3,54.3,100.57,193.95,53.59,0
1호기,낮,7,35.3,23.1,72.2,107.76,202.09,48.03,0
3호기,밤,0,29.9,33.3,52.4,97.35,198.84,46.43,1
1호기,밤,13,27.8,24.9,48.3,99.63,176.55,47.66,0
2호기,밤,16,28.9,23.5,58.0,96.73,241.57,59.72,0
3호기,낮,12,33.6,22.7,55.5,87.41,185.24,45.57,0
2호기,낮,0,28.4,32.6,51.5,102.04,199.90,53.41,0
3호기,낮,8,17.8,22.6,71.3,111.51,214.76,47.59,0
2호기,밤,16,35.6,26.5,45.0,98.40,219.11,47.48,0
2호기,낮,4,32.6,31.2,44.1,96.09,210.04,59.79,0
2호기,낮,7,37.0,28.3,24.1,96.62,193.54,46.76,0
1호기,낮,12,28.5,22.9,48.6,105.80,201.43,52.30,0
3호기,밤,5,30.9,24.7,48.1,80.43,194.90,45.15,0
2호기,밤,15,25.8,29.5,50.0,90.38,212.57,42.83,0
1호기,밤,15,32.5,31.0,61.4,96.23,177.08,59.50,0
3호기,낮,12,31.1,25.1,55.9,97.88,166.52,43.86,0
2호기,밤,16,30.1,30.7,58.8,113.20,200.13,51.73,0
1호기,밤,3,33.0,24.9,49.9,93.60,177.89,44.54,0
2호기,낮,11,32.5,25.5,57.0,106.36,243.20,54.14,0
1호기,밤,8,24.5,22.1,50.4,94.92,217.96,59.98,0
2호기,낮,,29.4,25.0,66.0,109.70,167.66,54.48,0
1호기,낮,7,26.0,26.8,47.0,99.69,195.28,57.75,0
2호기,밤,6,37.4,25.5,68.2,113.10,219.08,54.80,0
1호기,밤,4,30.2,22.8,49.3,97.35,200.77,57.75,0
2호기,낮,14,30.4,31.8,61.3,94.39,174.44,50.16,0
2호기,밤,15,28.9,25.7,52.7,92.00,218.69,45.64,0
3호기,밤,11,33.7,24.7,48.4,81.98,201.18,44.63,0
2호기,밤,8,31.2,21.3,46.4,101.78,175.64,52.96,0
3호기,낮,2,35.7,22.4,63.8,98.71,215.99,53.42,0
2호기,밤,11,32.4,24.5,46.7,91.28,226.27,60.06,0
2호기,낮,11,21.9,22.4,54.2,86.60,198.46,45.12,0
1호기,낮,3,35.0,24.6,49.5,76.29,244.97,59.43,0
1호기,낮,7,21.8,26.8,59.9,111.79,184.25,38.57,0
1호기,밤,1,24.7,25.8,40.7,95.98,224.03,51.18,0
2호기,낮,13,24.1,25.9,45.7,100.55,172.45,50.95,0
2호기,낮,13,28.6,23.1,61.9,118.62,189.20,47.05,0
2호기,낮,10,24.3,22.7,50.5,97.98,241.96,60.96,0
2호기,낮,14,24.7,23.8,47.3,98.80,179.79,47.95,0
2호기,밤,5,32.3,22.0,33.9,88.51,189.62,41.07,0
2호기,낮,3,27.7,24.6,50.0,96.61,201.68,57.94,0
3호기,밤,9,22.9,20.0,65.1,82.87,222.98,51.72,0
2호기,밤,9,30.4,26.6,32.1,99.55,187.47,65.91,0
3호기,밤,0,29.9,21.8,60.4,86.17,224.69,51.50,0
3호기,낮,14,19.1,22.9,52.7,106.65,245.15,51.57,0
3호기,밤,3,30.1,21.1,49.4,105.17,196.18,46.59,1
2호기,낮,8,26.0,26.9,43.0,92.94,206.33,49.06,0
2호기,낮,14,37.7,19.1,42.5,102.41,194.57,59.03,0
2호기,밤,14,,28.4,55.6,93.51,198.22,52.45,0
2호기,밤,10,31.0,24.1,61.4,100.70,221.69,51.63,0
1호기,밤,12,,20.5,39.0,118.75,243.62,45.79,0
2호기,밤,0,27.5,22.1,64.8,103.29,202.95,54.47,0
3호기,밤,1,,25.5,45.2,101.01,185.08,46.50,0
2호기,밤,1,36.1,28.2,56.5,81.22,227.02,55.65,0
2호기,밤,16,27.1,23.9,48.2,87.60,205.74,48.48,0
3호기,낮,,36.1,25.0,45.3,97.96,217.71,50.53,0
1호기,밤,14,39.8,23.2,52.3,103.00,228.25,50.17,0
2호기,밤,8,30.8,24.1,46.5,90.92,200.01,54.09,0
2호기,밤,10,34.4,23.5,69.0,98.14,170.19,43.77,0
3호기,낮,7,24.6,24.6,43.9,87.66,241.23,49.19,0
1호기,밤,8,26.8,23.7,31.7,83.75,202.83,51.70,0
3호기,낮,7,23.0,24.4,49.4,79.63,170.35,49.97,0
3호기,낮,12,27.0,25.8,70.7,97.76,186.82,47.33,0
2호기,밤,4,34.7,20.7,49.8,92.07,207.42,50.40,0
1호기,낮,11,33.8,27.0,43.7,105.51,226.46,48.00,0
2호기,낮,10,30.1,28.4,55.9,88.26,179.00,43.23,0
1호기,낮,14,21.0,20.5,37.1,100.88,233.17,40.07,0
3호기,밤,6,29.6,21.1,54.6,80.13,224.70,48.16,0
1호기,낮,,28.9,24.4,67.8,98.22,236.09,55.19,0
2호기,밤,16,35.6,25.9,61.8,84.96,169.55,47.77,0
2호기,낮,15,18.0,20.9,42.2,86.10,184.43,54.64,0
1호기,낮,2,32.0,29.1,57.1,95.17,230.73,45.72,0
3호기,밤,13,35.9,20.0,53.1,96.55,216.95,52.30,0
3호기,밤,5,28.6,27.4,45.9,89.55,206.09,54.94,0
1호기,낮,13,37.9,20.9,50.8,98.39,203.82,59.04,0
1호기,밤,2,23.7,30.5,69.3,97.20,190.57,47.20,0
1호기,밤,4,20.9,26.3,46.3,97.57,208.60,50.69,0
2호기,낮,11,25.6,21.7,49.4,101.76,205.58,54.75,0
3호기,밤,8,23.8,21.2,45.0,115.95,178.01,50.67,0
1호기,낮,15,35.0,27.6,61.9,67.88,227.97,45.40,0
3호기,밤,16,32.7,22.1,36.7,100.75,165.60,59.49,0
1호기,낮,4,18.5,25.4,56.2,117.04,186.71,47.43,0
2호기,밤,12,39.4,26.8,38.3,99.85,181.24,50.25,0
1호기,밤,4,36.4,26.9,38.1,93.42,201.51,50.70,0
2호기,낮,10,30.9,28.6,47.9,114.39,170.45,48.36,0
3호기,밤,9,27.8,27.8,36.2,93.47,177.82,51.82,0
1호기,낮,0,33.5,25.2,46.9,113.65,181.86,49.68,0
1호기,낮,3,30.5,27.5,37.7,99.63,177.72,56.59,0
3호기,밤,12,36.9,24.0,47.3,94.95,213.09,56.92,0
3호기,밤,15,30.2,23.8,41.6,104.04,197.59,53.99,0
1호기,낮,1,36.2,22.8,50.5,100.12,226.30,49.58,0
3호기,밤,16,41.2,21.7,49.8,88.27,208.52,48.31,0
2호기,밤,6,27.1,29.4,44.5,96.78,161.50,45.15,0
3호기,낮,4,34.6,22.7,37.0,100.68,183.19,53.44,0
3호기,낮,11,36.1,22.8,35.2,101.28,200.47,50.38,0
2호기,낮,15,21.8,21.9,49.4,100.87,188.64,44.91,0
3호기,낮,5,18.9,27.0,57.3,115.63,166.45,57.59,0
2호기,밤,9,21.9,22.3,39.9,114.55,174.59,59.93,0
1호기,낮,9,30.9,23.0,46.6,86.84,221.48,43.44,0
3호기,밤,4,32.5,23.1,58.4,80.17,212.06,44.38,0
2호기,밤,8,44.4,22.4,39.5,105.02,206.51,50.03,0
1호기,밤,4,35.2,20.8,50.3,121.59,189.80,54.32,0
1호기,밤,11,29.4,22.9,62.0,114.94,174.89,50.63,0
3호기,낮,13,28.1,26.1,69.2,100.18,199.08,54.45,0
1호기,밤,0,34.8,19.9,39.3,87.97,183.95,45.28,0
1호기,밤,7,30.7,24.8,34.6,93.47,202.39,56.75,0
1호기,낮,7,25.2,28.4,55.1,93.09,224.85,53.99,0
1호기,밤,8,29.3,25.7,44.3,92.03,179.11,58.02,0
1호기,낮,16,29.3,25.3,42.6,92.95,226.89,50.36,0
2호기,밤,7,27.7,22.9,51.5,95.92,188.91,55.58,0
1호기,밤,2,31.1,26.2,46.1,101.32,249.88,56.37,0
1호기,낮,12,45.9,30.4,35.1,101.11,207.19,51.18,0
2호기,밤,6,24.4,23.6,59.3,95.28,191.26,51.69,0
2호기,밤,5,28.1,29.1,51.7,128.86,212.20,53.72,0
1호기,낮,14,27.3,27.2,57.4,113.40,228.81,59.09,0
3호기,밤,0,24.6,18.9,51.8,94.79,192.10,45.60,0
1호기,밤,8,26.7,24.6,47.5,104.13,203.13,47.95,0
3호기,낮,11,34.1,28.6,56.4,114.20,223.64,44.27,0
2호기,밤,7,19.5,27.4,33.7,99.38,223.67,51.07,0
3호기,밤,8,32.8,22.7,63.8,112.17,242.97,52.61,0
2호기,밤,9,26.9,23.4,56.8,92.03,147.51,43.49,0
1호기,낮,15,27.4,20.8,42.7,106.80,214.75,54.86,0
1호기,밤,10,27.6,22.7,58.8,107.71,187.56,57.23,0
3호기,밤,1,24.0,26.5,45.3,114.42,202.93,44.10,0
2호기,밤,4,25.8,27.7,32.6,111.23,196.85,55.09,0
3호기,낮,12,28.2,20.3,58.9,103.60,180.85,52.32,0
1호기,밤,1,30.0,23.2,45.5,103.21,199.08,50.10,0
1호기,낮,3,38.3,24.7,54.1,102.49,239.07,46.37,0
1호기,낮,3,35.7,28.3,68.9,95.81,215.51,44.73,0
1호기,낮,15,33.0,22.5,65.7,92.17,214.92,48.60,0
2호기,낮,2,15.9,27.9,51.2,97.41,211.17,54.90,0
2호기,밤,5,31.4,22.4,44.9,114.13,201.59,48.90,0
1호기,밤,5,26.7,27.8,33.8,94.64,213.59,55.20,0
3호기,낮,5,30.8,29.5,43.4,109.56,171.46,50.93,0
1호기,밤,6,26.9,25.0,36.5,72.80,240.33,47.90,0
1호기,낮,13,29.8,18.3,56.5,102.71,214.94,51.65,0
2호기,낮,9,38.5,25.2,46.4,110.83,213.03,62.47,0
3호기,낮,4,,24.9,58.3,97.02,188.52,42.19,0
3호기,낮,2,24.3,26.6,53.4,103.69,219.24,51.42,0
1호기,낮,12,27.0,22.2,52.3,95.45,202.02,46.20,0
3호기,낮,4,26.6,24.0,55.0,92.91,186.87,50.06,0
1호기,낮,16,26.8,29.2,60.4,82.30,200.93,43.81,0
1호기,밤,0,32.3,19.3,32.3,84.43,174.73,50.38,0
1호기,낮,12,29.3,25.3,54.6,104.44,219.11,58.84,0
1호기,밤,10,21.7,20.3,57.4,104.79,213.23,51.78,0
1호기,낮,8,26.1,19.0,50.8,103.85,187.45,52.92,0
2호기,낮,12,34.9,25.2,44.7,100.54,188.58,52.79,0
2호기,낮,2,23.9,27.5,53.8,107.65,193.86,61.87,0
2호기,낮,8,30.0,31.0,60.3,110.97,210.26,51.15,0
1호기,낮,9,27.2,25.5,50.5,93.45,196.88,45.68,0
3호기,밤,10,33.7,28.6,54.6,109.93,204.93,43.82,0
1호기,낮,2,30.3,21.7,56.7,94.99,187.45,58.49,0
3호기,낮,1,26.3,29.5,49.1,98.56,227.15,48.20,0
2호기,낮,6,27.1,26.3,58.1,96.78,174.58,61.88,0
2호기,밤,4,34.7,24.2,42.0,98.14,192.71,52.89,0
3호기,낮,8,37.5,30.1,31.7,112.16,189.50,52.13,1
3호기,낮,,26.4,25.0,58.9,83.42,202.20,50.95,0
2호기,밤,,28.3,22.9,51.7,92.48,196.39,46.38,0
3호기,낮,8,29.1,20.1,86.1,107.21,189.41,62.39,0
1호기,밤,8,22.0,26.9,25.4,95.87,216.51,49.21,0
3호기,밤,2,29.8,22.9,72.9,86.93,174.65,55.36,0
1호기,낮,12,,24.6,49.7,95.08,189.15,49.87,0
1호기,밤,1,28.4,31.8,61.1,105.25,206.79,45.15,0
1호기,낮,12,27.6,20.8,46.3,101.08,211.36,49.77,0
2호기,밤,0,30.6,24.7,54.5,113.05,192.57,52.25,0
3호기,밤,14,,27.5,62.4,82.85,196.51,47.05,0
1호기,밤,8,31.2,27.4,46.0,110.29,202.48,51.08,0
2호기,밤,8,29.0,24.2,55.7,90.37,185.03,47.21,0
2호기,낮,10,20.6,32.9,28.0,95.60,191.30,51.06,0
1호기,밤,9,39.0,28.8,67.1,89.69,215.85,52.11,0
1호기,밤,12,28.3,23.2,49.9,116.69,202.79,46.12,0
1호기,낮,3,27.6,23.2,44.6,87.71,190.85,54.76,0
2호기,밤,3,33.4,21.0,59.4,102.16,197.02,52.29,0
2호기,밤,11,25.1,25.1,47.9,103.09,202.35,46.38,0
1호기,낮,13,27.6,21.5,49.7,86.66,210.47,42.28,0
1호기,밤,2,30.2,24.1,43.5,102.93,203.41,41.92,0
2호기,밤,1,38.7,28.1,51.1,95.72,214.04,53.36,0
3호기,낮,0,23.9,20.0,40.2,109.01,215.09,57.09,0
3호기,밤,0,30.3,29.4,57.4,91.72,174.20,40.19,0
2호기,밤,12,27.3,28.3,45.3,95.03,183.99,50.22,0
1호기,낮,10,23.9,19.8,46.4,88.03,156.09,52.54,0
2호기,낮,16,24.0,22.6,49.2,119.16,214.90,47.37,0
2호기,낮,,34.3,21.1,41.1,104.45,215.06,54.01,0
2호기,밤,9,34.4,28.3,28.3,107.17,175.12,48.33,0
2호기,낮,14,25.8,23.7,43.7,98.28,207.76,53.49,0
2호기,밤,1,34.7,20.3,49.7,86.97,205.16,51.50,0
2호기,낮,8,33.6,26.2,66.3,97.71,200.68,44.92,0
1호기,낮,6,26.9,21.0,53.0,85.31,206.53,44.23,0
3호기,낮,4,34.8,30.5,42.7,108.20,178.38,58.46,0
3호기,밤,2,28.4,23.1,62.0,99.48,202.44,46.44,0
2호기,밤,1,35.1,25.7,59.4,92.39,174.89,46.93,0
1호기,낮,16,27.8,26.1,44.9,122.18,193.39,47.91,0
2호기,낮,12,30.4,31.9,42.6,93.04,184.81,56.07,0
1호기,낮,11,30.5,29.4,49.5,85.45,226.23,45.81,0
1호기,낮,5,24.9,27.3,38.8,102.09,214.46,47.58,0
1호기,밤,13,34.5,24.9,53.4,97.63,224.07,54.36,0
2호기,밤,6,27.6,25.0,37.0,87.88,168.97,50.24,0
2호기,밤,12,34.4,24.8,44.7,106.04,186.51,56.96,0
2호기,낮,1,34.4,27.0,44.5,98.67,216.33,53.02,0
2호기,밤,,29.5,19.8,31.0,94.37,204.58,49.66,0
2호기,밤,,31.6,20.1,68.9,103.31,211.81,55.51,0
2호기,밤,7,38.0,23.1,59.3,106.64,148.67,41.63,0
3호기,밤,6,22.2,23.2,43.5,103.86,191.21,59.99,0
2호기,낮,14,41.1,27.8,49.5,86.23,195.98,48.38,0
3호기,낮,2,31.3,24.5,62.8,112.59,182.14,54.09,0
1호기,낮,2,28.5,21.8,41.6,100.77,197.07,48.62,0
1호기,낮,12,22.9,26.2,55.6,78.57,203.49,49.93,0
2호기,밤,3,34.8,24.9,69.9,109.42,220.65,54.42,0
1호기,낮,4,37.4,24.0,45.3,104.29,188.85,42.75,0
2호기,낮,16,27.3,23.0,46.7,109.33,189.06,50.61,0
2호기,낮,2,34.6,27.6,28.4,110.38,219.74,50.56,0
1호기,밤,10,43.1,25.8,30.2,110.85,214.77,48.53,0
1호기,밤,1,29.8,24.8,48.1,98.90,223.51,48.16,0
1호기,낮,16,24.6,23.2,60.5,106.19,209.23,41.68,0
2호기,낮,11,26.2,18.4,52.4,107.00,192.66,49.56,0
3호기,밤,15,26.8,27.3,46.1,93.02,174.75,47.00,0
1호기,밤,14,34.1,22.2,45.6,115.75,192.23,54.28,0
1호기,밤,0,33.1,21.6,50.9,103.21,189.45,54.53,0
2호기,낮,2,27.4,23.4,52.2,102.61,155.66,51.63,0
2호기,밤,3,25.9,30.3,33.3,105.25,179.12,56.95,0
1호기,낮,4,25.1,26.9,43.8,110.49,193.15,44.74,0
2호기,밤,4,20.5,19.4,31.6,119.25,181.95,44.73,0
1호기,낮,2,32.5,27.0,46.4,86.33,202.14,53.40,0
2호기,낮,4,31.8,25.8,58.9,97.49,189.63,55.87,0
