months_joined,plan_term,pay_method,net_product,monthly_fee_won,total_paid_won,data_gb,cs_calls,addon_count,left_service
29,무약정,계좌이체,,26921,802600,46,8,2,1
62,24개월,지류고지서,기가,89136,6013530,139,2,1,0
22,24개월,지류고지서,없음,94191,2126379,153,3,5,1
57,12개월,카드,없음,100366,5622599,450,1,5,0
14,무약정,카드,기가,42610,541852,62,5,0,1
42,무약정,계좌이체,,74252,2840081,192,4,3,0
67,12개월,계좌이체,기가,53694,3379866,226,2,0,0
31,12개월,카드,기가,101771,2744535,159,7,2,1
55,24개월,지류고지서,광랜,107916,5230242,274,2,1,1
29,12개월,계좌이체,없음,113097,3060981,56,4,3,1
12,24개월,카드,광랜,,1038980,266,9,2,1
61,,지류고지서,없음,136794,9532411,158,3,4,1
30,무약정,카드,기가,91059,2245596,191,3,2,1
44,24개월,계좌이체,기가,78117,3570702,244,8,4,0
51,,계좌이체,광랜,108684,5691660,25,6,4,1
31,12개월,지류고지서,기가,133345,4368070,340,3,0,1
24,24개월,지류고지서,광랜,124301,2964733,466,5,4,1
31,24개월,계좌이체,광랜,141586,3849053,354,8,4,1
56,12개월,지류고지서,없음,63236,3706799,,2,3,0
10,12개월,계좌이체,광랜,94635,955422,192,7,0,1
36,무약정,지류고지서,없음,152000,6005742,257,3,0,1
26,무약정,카드,광랜,111848,2796262,137,0,2,1
5,24개월,카드,없음,72918,311708,316,0,2,1
73,무약정,계좌이체,기가,152000,9082931,392,2,2,1
9,24개월,계좌이체,없음,77405,709848,343,5,1,0
33,24개월,지류고지서,없음,60659,2143014,41,2,1,1
62,12개월,계좌이체,기가,93756,6313736,23,4,5,0
46,무약정,계좌이체,없음,60924,2970594,312,5,,0
14,24개월,계좌이체,기가,19000,,152,7,2,1
71,24개월,카드,광랜,117154,6287270,473,6,3,0
66,무약정,지류고지서,없음,96944,6539616,396,9,5,0
26,24개월,카드,광랜,80126,2218950,473,4,0,0
12,24개월,계좌이체,기가,84047,986841,242,2,5,1
28,12개월,카드,기가,44873,1414027,447,6,5,0
2,무약정,지류고지서,없음,142768,269105,61,6,4,1
41,24개월,계좌이체,광랜,74279,2969357,380,2,4,1
5,24개월,지류고지서,없음,64447,282771,491,8,1,1
16,24개월,카드,광랜,31569,460478,268,6,4,1
67,무약정,카드,광랜,94677,7487667,139,10,2,0
22,24개월,계좌이체,없음,42187,1006109,437,5,0,1
20,24개월,계좌이체,광랜,114620,2221437,225,8,5,1
25,무약정,지류고지서,없음,121797,3312077,399,7,5,1
71,무약정,지류고지서,기가,139074,9462411,152,,5,0
65,12개월,계좌이체,기가,64975,4916287,147,7,3,0
66,12개월,지류고지서,없음,142845,7557723,149,5,0,1
9,무약정,계좌이체,기가,124875,953962,288,2,0,1
5,24개월,계좌이체,기가,101335,408618,397,3,0,1
70,무약정,지류고지서,,82008,4096866,195,8,5,1
9,무약정,카드,기가,61711,576042,211,,4,0
16,무약정,카드,기가,132180,2264816,76,9,4,1
11,12개월,계좌이체,기가,124997,1547991,205,6,3,1
66,무약정,계좌이체,기가,114613,7232384,134,3,3,1
62,무약정,,광랜,47917,3105294,496,1,3,0
20,무약정,카드,기가,141695,3203834,92,0,4,1
47,12개월,지류고지서,기가,29628,1355189,155,6,4,0
15,24개월,카드,광랜,34711,539154,,7,2,1
72,24개월,카드,광랜,152000,10937317,430,6,4,1
69,무약정,카드,없음,100033,8057041,81,5,4,0
69,무약정,카드,,83186,5392086,,0,1,0
21,12개월,계좌이체,없음,74708,1555601,410,6,4,1
55,24개월,카드,기가,62393,3255674,86,6,2,0
29,24개월,카드,광랜,31513,873871,351,7,3,0
51,12개월,지류고지서,없음,,3515469,34,3,1,1
32,무약정,계좌이체,광랜,85972,2273886,422,5,4,1
30,무약정,지류고지서,기가,70293,2283400,199,4,5,1
40,무약정,계좌이체,광랜,77495,3140233,321,2,0,0
18,24개월,지류고지서,기가,30969,567840,308,7,5,1
21,24개월,지류고지서,광랜,152000,3232526,86,10,0,1
22,12개월,지류고지서,,21249,434637,375,1,3,0
6,12개월,카드,없음,57028,278906,260,4,2,1
23,무약정,계좌이체,,84494,1605412,461,9,2,1
55,12개월,지류고지서,기가,152000,,114,10,1,1
3,24개월,지류고지서,없음,72488,208600,424,2,1,1
25,24개월,카드,광랜,94859,2311130,193,4,2,1
54,12개월,계좌이체,없음,98872,5769586,317,1,0,0
65,무약정,계좌이체,기가,152000,8333970,500,0,4,0
23,24개월,지류고지서,기가,92130,2278404,23,4,2,1
53,24개월,지류고지서,없음,139520,6949175,102,3,4,0
43,12개월,지류고지서,광랜,81970,3372937,454,2,0,1
21,24개월,카드,없음,68940,1523088,219,8,0,0
72,24개월,지류고지서,기가,93218,7295764,126,,2,0
33,24개월,카드,,69666,2438688,230,2,1,0
19,무약정,지류고지서,광랜,119509,2241672,117,3,4,1
9,24개월,계좌이체,,122075,1190340,50,1,1,1
9,무약정,계좌이체,기가,26481,208078,457,8,4,1
36,,지류고지서,기가,140619,4584417,483,1,3,1
20,12개월,카드,없음,60913,1264840,483,3,1,1
7,무약정,카드,기가,100202,732122,,1,0,1
52,24개월,카드,광랜,133648,7510941,77,1,4,0
40,24개월,지류고지서,광랜,75148,2927974,17,,,0
8,무약정,카드,없음,152000,1260555,437,6,5,1
22,무약정,지류고지서,기가,65850,,277,2,3,1
11,무약정,지류고지서,없음,,1820491,176,4,4,1
32,무약정,계좌이체,없음,97295,3265009,79,,5,1
55,24개월,계좌이체,없음,85394,4971123,184,9,3,0
18,무약정,계좌이체,기가,117800,1918018,71,6,2,1
72,24개월,지류고지서,광랜,50523,3929302,180,5,0,0
1,24개월,계좌이체,없음,74653,78319,212,1,5,1
70,24개월,지류고지서,기가,99617,5583489,486,5,2,1
48,무약정,카드,없음,41194,1757624,365,2,2,0
38,24개월,지류고지서,광랜,97788,3964292,45,5,5,1
4,24개월,계좌이체,광랜,54487,207568,367,6,1,1
42,12개월,카드,기가,117219,5371840,169,0,5,1
17,24개월,계좌이체,광랜,74521,1459497,288,10,1,1
50,24개월,지류고지서,기가,95674,4559063,190,1,2,0
62,12개월,지류고지서,광랜,131838,7960816,278,6,3,0
11,,카드,기가,131083,1483570,343,10,2,1
42,12개월,카드,없음,112604,4688022,387,2,3,0
16,24개월,지류고지서,없음,71798,914953,294,7,2,1
14,무약정,지류고지서,광랜,69860,1169379,175,9,4,1
36,24개월,카드,없음,112996,3762863,250,6,1,1
33,24개월,카드,광랜,77038,2790183,115,1,0,0
45,무약정,카드,광랜,73136,3556429,418,4,1,0
13,무약정,지류고지서,광랜,111368,1598338,278,7,0,1
20,12개월,지류고지서,광랜,77111,1573106,487,0,3,0
26,12개월,계좌이체,기가,98202,2793130,75,9,1,1
32,24개월,지류고지서,광랜,137715,3975313,107,6,2,1
36,12개월,계좌이체,없음,99961,3937488,116,0,3,1
25,24개월,계좌이체,없음,144603,3926935,237,5,3,1
29,12개월,카드,없음,77496,2162193,388,4,2,1
21,무약정,계좌이체,기가,93053,2191822,371,,5,1
22,무약정,계좌이체,기가,109234,2353429,379,3,0,1
18,무약정,계좌이체,없음,41662,697606,15,5,0,1
,24개월,계좌이체,광랜,48824,781102,189,7,2,1
69,12개월,카드,없음,135984,7878401,434,6,2,0
50,무약정,카드,기가,97148,4540813,403,0,4,1
45,12개월,지류고지서,없음,62832,,156,2,2,0
6,,카드,기가,21819,141817,123,8,1,1
57,,카드,광랜,135490,7399950,298,0,1,1
65,무약정,계좌이체,광랜,82791,5319622,260,8,4,1
53,24개월,지류고지서,기가,121826,7224099,368,0,3,0
48,12개월,카드,기가,92565,3852197,232,0,4,0
10,24개월,,기가,54004,565810,110,1,3,0
19,무약정,카드,없음,91131,1636162,80,8,5,1
11,12개월,계좌이체,없음,124877,1451141,454,4,4,1
7,12개월,계좌이체,기가,44789,304400,119,0,5,0
1,무약정,계좌이체,없음,24617,27033,367,10,5,1
16,무약정,지류고지서,기가,126941,2164976,405,4,4,1
48,24개월,카드,기가,95738,4043930,307,5,5,0
67,12개월,카드,없음,99698,6411088,430,10,2,1
72,24개월,카드,광랜,77867,6017149,267,7,0,0
49,24개월,카드,없음,90057,4151215,294,5,0,0
21,24개월,카드,기가,112955,2661596,403,3,0,0
1,12개월,계좌이체,없음,102112,118245,103,1,4,1
17,무약정,계좌이체,기가,89588,1534503,319,0,3,1
21,,카드,없음,81525,2030253,360,7,5,1
58,24개월,지류고지서,없음,54444,3138487,335,8,5,0
,12개월,계좌이체,없음,101757,7544956,233,6,3,1
72,24개월,지류고지서,기가,125681,10260373,362,10,3,1
59,,카드,기가,87961,5005399,49,0,0,1
48,12개월,계좌이체,없음,19000,977965,259,0,4,0
,,지류고지서,없음,37149,1927498,38,0,5,0
57,24개월,지류고지서,광랜,110844,6720523,203,7,3,1
71,24개월,지류고지서,광랜,67919,5114601,208,0,3,0
,24개월,계좌이체,기가,84284,5858439,,7,1,0
56,24개월,카드,기가,83875,4880039,74,2,3,0
2,무약정,지류고지서,광랜,79877,182729,,0,4,1
22,무약정,계좌이체,,134882,2816672,277,9,4,1
36,12개월,카드,없음,32003,1199892,156,7,5,0
71,12개월,카드,광랜,145864,8962392,71,7,2,1
2,무약정,카드,기가,57087,119605,449,8,1,1
72,12개월,카드,기가,144753,8062898,247,1,3,0
68,24개월,계좌이체,없음,124562,8182592,185,5,1,1
2,무약정,지류고지서,없음,140828,243581,191,5,0,1
20,12개월,계좌이체,광랜,77731,1694798,56,5,1,0
52,24개월,지류고지서,광랜,37057,1707381,405,4,0,0
44,24개월,계좌이체,기가,59596,2912454,9,10,2,1
65,12개월,지류고지서,없음,141331,9220690,172,9,,1
70,무약정,계좌이체,없음,70114,4864699,469,7,5,0
13,24개월,계좌이체,기가,113823,1495371,392,6,4,1
65,24개월,지류고지서,없음,79555,5949768,369,5,0,1
71,24개월,카드,기가,82930,5536344,443,,4,0
15,무약정,지류고지서,기가,78595,1243457,251,8,2,1
13,24개월,지류고지서,없음,87615,1030953,11,9,0,1
68,12개월,카드,광랜,62615,3787608,133,0,1,0
5,무약정,카드,없음,79588,361335,412,9,2,1
,12개월,계좌이체,기가,106352,871751,431,2,2,1
47,무약정,지류고지서,기가,97407,3850725,332,10,3,1
6,12개월,계좌이체,없음,19000,110247,455,8,5,1
73,무약정,지류고지서,없음,74684,5855880,284,3,1,1
70,24개월,계좌이체,광랜,78678,5495945,344,1,5,0
44,12개월,카드,기가,152000,7107109,239,3,1,1
67,12개월,,기가,130238,8318179,120,2,2,0
65,24개월,지류고지서,없음,107758,6028892,246,1,0,1
,24개월,지류고지서,광랜,61103,3272638,67,1,3,0
32,무약정,카드,,19000,693168,203,3,2,0
3,24개월,카드,기가,56171,155679,194,2,4,1
14,24개월,카드,없음,19000,251373,65,4,3,0
49,12개월,카드,없음,67647,3779602,277,9,3,0
12,24개월,계좌이체,기가,140897,1795216,405,,0,1
38,12개월,계좌이체,광랜,88034,3050136,501,0,4,0
64,24개월,카드,없음,99380,6071643,188,8,3,0
48,무약정,카드,없음,78588,4318370,124,5,2,0
1,24개월,지류고지서,기가,120960,117107,55,4,1,1
49,12개월,지류고지서,광랜,50464,,38,0,5,0
4,12개월,지류고지서,기가,83996,327181,434,6,2,1
45,24개월,계좌이체,,,2723850,105,5,3,0
60,24개월,계좌이체,기가,56601,2650210,110,6,3,0
53,무약정,지류고지서,없음,55871,3216902,447,5,4,1
32,24개월,카드,기가,51451,1652718,127,1,4,1
12,무약정,카드,기가,85652,738957,83,5,0,1
37,12개월,지류고지서,기가,64515,2531767,73,7,1,0
40,무약정,지류고지서,광랜,127184,5590336,222,9,4,1
72,24개월,계좌이체,없음,115043,7117345,364,3,1,0
,12개월,지류고지서,없음,93535,4714842,190,6,2,1
58,무약정,지류고지서,없음,41189,2256149,269,1,1,1
30,24개월,지류고지서,광랜,98809,3089879,112,10,2,1
11,24개월,지류고지서,없음,107212,1217779,18,,4,0
16,12개월,계좌이체,광랜,65216,927418,366,2,2,1
9,24개월,지류고지서,광랜,113828,958150,288,1,2,0
,24개월,카드,없음,71141,2372618,274,10,,1
40,24개월,지류고지서,없음,91198,3674611,111,10,3,1
23,무약정,계좌이체,없음,95466,2269869,227,6,2,1
73,24개월,카드,없음,48168,3278305,91,0,4,0
43,무약정,지류고지서,기가,74508,3493957,470,7,5,0
15,무약정,지류고지서,기가,75917,1253809,71,0,5,1
32,24개월,계좌이체,기가,46304,1597365,403,5,0,0
74,무약정,계좌이체,기가,78940,4973721,67,1,1,1
23,24개월,카드,,19000,396039,270,1,1,0
16,12개월,카드,없음,73567,1212116,17,6,4,1
38,24개월,지류고지서,없음,83199,2937869,319,3,1,1
72,24개월,계좌이체,기가,29294,2245777,87,2,3,0
54,무약정,카드,없음,102850,4963184,405,1,2,1
53,24개월,지류고지서,기가,138900,7339748,476,8,4,0
64,24개월,지류고지서,기가,53598,3428063,243,3,2,0
16,12개월,지류고지서,없음,19000,284607,219,1,1,1
20,12개월,계좌이체,기가,88863,1737908,30,9,5,1
39,12개월,카드,기가,68001,2648472,176,4,5,0
42,12개월,지류고지서,기가,107075,4756429,73,1,,1
19,무약정,카드,기가,150063,2819916,306,2,5,0
2,12개월,,광랜,87717,167256,,2,0,1
47,24개월,카드,기가,91250,4977197,200,9,3,0
9,24개월,지류고지서,기가,152000,1597082,364,0,5,0
13,12개월,카드,기가,85440,1047278,201,5,2,1
40,24개월,지류고지서,기가,60498,2474845,73,5,4,0
57,24개월,계좌이체,광랜,152000,9893873,19,6,2,0
72,무약정,지류고지서,광랜,64180,4853768,73,2,2,0
1,24개월,계좌이체,기가,97804,102222,,10,,1
35,12개월,계좌이체,기가,88832,3048447,477,7,3,0
12,,카드,광랜,90181,1175258,54,4,0,1
21,무약정,계좌이체,없음,140369,2412158,418,6,3,1
53,12개월,카드,기가,135243,7851044,66,9,,0
49,12개월,카드,기가,65786,3655396,284,7,3,0
72,24개월,계좌이체,광랜,24675,1749692,117,4,3,0
,24개월,카드,없음,73029,3585040,365,10,2,1
18,24개월,카드,광랜,64235,1241662,408,6,4,1
55,24개월,계좌이체,광랜,51750,2303252,285,5,2,0
,12개월,지류고지서,기가,66754,3619364,78,4,3,0
35,무약정,카드,기가,140593,5403924,288,4,2,1
58,12개월,카드,기가,93253,5223727,108,3,3,0
1,무약정,계좌이체,광랜,152000,166058,32,2,3,0
23,12개월,지류고지서,없음,149257,,358,2,5,1
33,12개월,계좌이체,광랜,93527,3006846,105,10,2,1
8,무약정,지류고지서,광랜,152000,1072859,328,6,4,1
35,24개월,계좌이체,없음,76235,2699753,297,2,0,1
33,12개월,지류고지서,광랜,,1154965,486,0,5,1
53,무약정,지류고지서,광랜,,5038395,363,4,4,1
45,12개월,카드,없음,50154,2283535,364,9,0,0
12,12개월,카드,기가,94942,837874,271,6,3,1
,무약정,계좌이체,광랜,93274,165442,140,1,3,0
59,24개월,지류고지서,광랜,86355,5127524,273,2,2,0
28,무약정,지류고지서,없음,70501,2167020,197,10,2,0
19,24개월,계좌이체,기가,,770931,200,6,5,0
9,24개월,카드,없음,,1256302,118,4,0,1
71,12개월,카드,없음,55607,3613734,132,0,4,0
26,무약정,카드,광랜,19000,483040,172,7,1,1
63,12개월,카드,광랜,79643,5581884,116,5,,1
11,무약정,계좌이체,기가,19000,250496,468,6,0,1
1,무약정,카드,기가,56215,55031,372,5,3,1
57,24개월,카드,없음,62644,3836650,259,7,2,0
40,무약정,지류고지서,기가,30109,1000378,256,9,2,0
69,무약정,카드,기가,64181,3702526,109,0,3,1
44,12개월,카드,기가,114671,5341679,222,5,0,1
48,12개월,카드,광랜,98635,5008643,476,1,3,0
34,12개월,카드,,59791,1899447,337,2,2,0
10,12개월,계좌이체,광랜,55244,584492,160,3,3,1
13,24개월,계좌이체,없음,19000,216246,248,2,0,0
29,무약정,카드,없음,55228,1744731,24,4,1,1
28,12개월,계좌이체,광랜,126034,3666308,212,,5,0
52,12개월,,기가,93333,4695194,100,0,0,1
2,무약정,계좌이체,없음,149551,312815,152,1,0,1
59,12개월,계좌이체,기가,147799,8795694,76,0,3,0
24,12개월,지류고지서,광랜,135663,3156017,170,3,2,1
16,12개월,지류고지서,광랜,78398,1209496,194,7,4,1
60,12개월,카드,기가,84692,4744293,429,2,0,0
55,24개월,계좌이체,없음,36715,2356866,477,2,0,0
11,24개월,지류고지서,광랜,70768,714358,76,7,4,1
38,12개월,지류고지서,없음,45196,1839090,100,1,2,0
53,12개월,카드,기가,145640,6484769,337,3,1,0
46,12개월,계좌이체,없음,48680,2383228,,10,2,1
29,12개월,지류고지서,기가,33761,1168407,196,6,0,0
55,무약정,계좌이체,광랜,61776,3474936,,5,1,1
38,무약정,계좌이체,기가,63285,2206778,55,0,5,0
50,무약정,카드,광랜,119318,5788532,407,2,,1
60,24개월,지류고지서,기가,45598,2438684,311,7,4,1
61,12개월,계좌이체,광랜,152000,10355272,135,10,4,1
51,24개월,계좌이체,광랜,19000,975878,312,2,3,0
70,24개월,카드,광랜,102998,6462064,138,4,1,0
65,무약정,카드,광랜,35625,2135973,375,0,4,0
30,,지류고지서,기가,19000,682646,372,7,4,0
52,무약정,계좌이체,광랜,19000,1053344,,3,0,1
55,무약정,계좌이체,없음,19000,958843,111,3,1,0
21,24개월,카드,기가,68945,1514648,342,7,4,0
37,24개월,계좌이체,기가,137265,5403003,149,2,3,0
25,24개월,계좌이체,없음,104882,2418766,204,5,2,1
27,24개월,계좌이체,없음,103716,3197958,59,5,5,0
58,24개월,계좌이체,기가,88894,5268846,11,7,2,1
37,12개월,계좌이체,없음,91192,4022518,442,10,3,0
21,24개월,카드,없음,66340,1586326,311,9,3,1
14,24개월,카드,기가,90071,1119876,62,0,4,1
72,24개월,계좌이체,기가,102805,6904693,283,4,5,1
16,무약정,계좌이체,없음,66607,866892,385,,3,1
68,12개월,카드,광랜,99587,5368595,274,2,4,0
45,무약정,계좌이체,없음,31358,1511566,62,4,5,0
27,12개월,계좌이체,기가,97819,2601448,,9,2,0
45,24개월,계좌이체,없음,128306,7106599,195,5,5,1
9,24개월,지류고지서,광랜,81678,663854,255,0,3,1
68,24개월,지류고지서,없음,88873,5953402,173,7,2,1
60,무약정,카드,없음,70683,4163999,322,10,3,1
51,24개월,카드,없음,50858,2910940,461,4,5,0
72,24개월,지류고지서,기가,72430,4388677,361,9,5,0
34,무약정,지류고지서,없음,124325,4363780,359,0,0,1
28,24개월,계좌이체,없음,50524,1404063,444,2,0,1
44,무약정,지류고지서,,30511,1288252,157,5,5,0
51,24개월,지류고지서,광랜,53571,3059357,253,0,3,0
40,12개월,계좌이체,기가,,-,209,6,1,1
74,24개월,카드,광랜,100045,6635075,487,3,1,0
38,무약정,계좌이체,기가,,2449176,88,0,3,0
35,24개월,,광랜,92318,3249374,501,0,4,0
11,24개월,지류고지서,광랜,107039,1063840,315,4,3,1
29,무약정,지류고지서,없음,88483,2739924,228,0,3,1
33,24개월,지류고지서,기가,32120,1122135,470,2,1,0
57,24개월,계좌이체,없음,35618,2331441,432,9,4,0
42,무약정,지류고지서,기가,138098,6752558,346,10,0,1
6,24개월,카드,광랜,69385,338727,290,4,2,0
40,무약정,지류고지서,,66267,2408988,398,7,2,0
50,무약정,지류고지서,기가,82480,4893393,453,1,3,0
1,12개월,계좌이체,광랜,19000,20000,457,3,1,1
19,12개월,계좌이체,광랜,92283,1285384,396,3,5,0
1,무약정,계좌이체,광랜,,127375,299,0,3,0
34,,계좌이체,없음,96448,3430066,153,5,2,1
68,24개월,계좌이체,없음,69326,4424888,133,8,3,0
33,무약정,계좌이체,광랜,105608,3509596,69,6,,0
62,24개월,계좌이체,기가,107261,6598764,350,10,2,0
9,24개월,계좌이체,기가,83846,679212,459,1,4,0
61,무약정,계좌이체,없음,107842,6491844,136,4,0,0
38,12개월,지류고지서,광랜,46252,2019194,155,8,1,1
74,12개월,카드,없음,40312,,227,0,5,0
19,24개월,계좌이체,광랜,85091,1531544,482,6,0,1
30,24개월,,없음,126077,3413842,71,10,4,1
15,12개월,지류고지서,광랜,99697,1293118,,4,0,1
29,무약정,지류고지서,광랜,68963,2151371,288,0,1,1
47,12개월,계좌이체,광랜,152000,6553212,439,4,5,1
18,24개월,계좌이체,없음,80307,1516971,331,6,3,0
49,12개월,카드,광랜,30033,1485704,260,10,2,1
39,24개월,지류고지서,기가,79138,3298626,347,4,4,0
6,12개월,지류고지서,광랜,143186,,499,4,1,1
43,12개월,지류고지서,없음,36623,1373040,37,0,0,1
29,12개월,계좌이체,기가,61680,1583156,,10,5,1
72,12개월,지류고지서,없음,148168,12331631,475,7,5,1
64,무약정,지류고지서,광랜,,4686507,352,7,1,1
37,24개월,지류고지서,광랜,110850,4440784,174,5,0,1
52,24개월,지류고지서,광랜,87427,4460850,340,4,5,0
7,12개월,카드,기가,88593,603389,205,,1,1
45,12개월,카드,기가,149673,6057695,492,2,5,1
49,12개월,카드,기가,114431,5262851,357,7,4,1
44,24개월,지류고지서,없음,95048,4446393,49,5,1,0
61,24개월,카드,기가,132693,8330699,283,1,5,0
46,24개월,카드,광랜,55491,2780923,170,4,0,0
3,12개월,계좌이체,없음,67318,209641,187,2,,1
33,무약정,카드,기가,152000,5530783,98,4,4,1
68,24개월,지류고지서,기가,132254,7500313,104,3,3,0
43,12개월,지류고지서,없음,149293,5531354,411,2,5,1
18,무약정,계좌이체,기가,93246,2058668,345,0,4,0
40,무약정,카드,기가,19000,706000,422,7,2,1
44,무약정,카드,광랜,88173,3662450,78,2,2,0
44,12개월,계좌이체,없음,41420,1806934,116,5,5,0
3,12개월,카드,기가,66294,189084,291,6,2,1
6,무약정,지류고지서,없음,115879,738039,494,6,5,1
2,24개월,계좌이체,광랜,78286,165966,72,1,4,0
21,24개월,카드,없음,52835,950928,57,1,3,0
57,12개월,카드,없음,89665,5376177,263,3,3,0
34,무약정,카드,광랜,49095,1837388,404,2,4,0
54,12개월,지류고지서,없음,113958,6209680,188,7,4,1
71,12개월,계좌이체,없음,91981,5713196,470,5,2,0
27,24개월,지류고지서,기가,103726,2429997,317,8,0,1
33,12개월,계좌이체,광랜,84391,2856382,45,9,0,1
41,12개월,카드,광랜,82332,3726000,378,10,4,1
60,24개월,지류고지서,없음,125324,7385334,460,3,3,0
55,,계좌이체,없음,119401,6410374,475,3,2,1
67,12개월,계좌이체,없음,,-,31,10,2,0
62,12개월,카드,광랜,71974,4634829,116,0,4,0
,12개월,계좌이체,광랜,87625,3268169,275,0,5,0
20,무약정,계좌이체,기가,75065,1421532,219,5,,1
31,무약정,계좌이체,없음,19776,616001,141,6,0,0
57,24개월,계좌이체,광랜,70092,3606927,157,5,5,0
3,무약정,지류고지서,기가,44727,160852,74,10,4,1
30,무약정,지류고지서,기가,98336,2475541,204,1,2,0
74,무약정,카드,광랜,123946,7467908,95,3,2,0
19,12개월,지류고지서,없음,152000,2434937,271,3,0,1
53,24개월,계좌이체,기가,71080,3838985,477,9,3,0
68,24개월,카드,없음,90939,7512992,414,10,3,0
9,무약정,카드,기가,64946,559245,193,9,3,1
59,12개월,지류고지서,기가,98251,6035109,139,2,2,0
12,무약정,지류고지서,광랜,37421,503673,201,6,4,1
39,12개월,지류고지서,광랜,99229,4315399,427,2,5,1
38,24개월,지류고지서,없음,71071,2649391,228,9,3,1
74,24개월,계좌이체,기가,87552,6555775,317,6,1,0
72,무약정,카드,기가,82400,5830065,181,1,3,0
43,24개월,지류고지서,기가,19000,859431,136,7,1,0
66,12개월,지류고지서,광랜,96195,,208,4,5,0
58,12개월,지류고지서,광랜,58189,3243188,497,4,3,1
40,24개월,지류고지서,광랜,143388,6209114,463,10,5,1
56,무약정,계좌이체,,117391,6621755,10,0,1,0
58,24개월,카드,광랜,58695,3862237,496,0,2,0
63,24개월,계좌이체,기가,39804,2162973,485,2,5,0
,24개월,지류고지서,광랜,109047,7443616,307,6,,0
7,12개월,카드,기가,111343,823457,339,8,2,1
45,24개월,지류고지서,기가,149536,7260040,212,0,3,1
23,무약정,카드,광랜,26603,606012,499,3,1,1
49,,계좌이체,없음,84528,4874989,115,2,0,0
31,24개월,지류고지서,없음,94213,2945244,245,1,4,0
59,무약정,지류고지서,기가,63796,3988232,104,1,3,0
50,무약정,계좌이체,광랜,47733,2491541,309,0,2,0
66,12개월,카드,기가,82424,5408124,399,2,0,0
39,24개월,계좌이체,기가,116341,4430676,82,7,1,0
56,무약정,계좌이체,없음,102595,6023087,284,8,0,1
14,12개월,지류고지서,광랜,102108,1479915,202,2,5,1
34,무약정,계좌이체,없음,71977,2931955,423,,0,1
9,24개월,계좌이체,없음,133402,1314017,45,7,1,1
7,,카드,없음,88884,616177,363,5,3,1
28,,지류고지서,없음,68363,1965609,477,7,3,1
23,24개월,지류고지서,광랜,66538,1344361,354,6,3,1
58,12개월,지류고지서,기가,48346,2650422,99,6,2,0
20,24개월,계좌이체,없음,128169,2547695,299,9,1,1
64,24개월,지류고지서,광랜,114539,9108184,92,3,1,1
9,24개월,계좌이체,없음,145614,1334555,193,10,2,1
19,24개월,카드,기가,99209,1847693,250,2,5,1
32,무약정,카드,광랜,,5101517,77,7,0,0
32,24개월,지류고지서,기가,72743,2438622,230,9,3,1
26,24개월,지류고지서,기가,95317,2237915,,3,5,1
58,12개월,카드,기가,104884,6392849,117,6,1,1
2,24개월,카드,기가,128165,273406,292,7,,1
19,무약정,지류고지서,없음,132116,2049493,83,,4,1
20,24개월,카드,없음,20585,446559,202,1,3,0
27,무약정,계좌이체,광랜,95793,,339,7,4,1
59,무약정,계좌이체,없음,104254,6981638,,1,0,1
2,24개월,계좌이체,없음,59594,116931,173,8,3,0
48,24개월,지류고지서,기가,52408,2080860,146,1,5,0
47,24개월,카드,기가,117814,6538243,397,6,2,1
28,12개월,지류고지서,없음,123582,3229736,47,7,2,1
67,24개월,카드,기가,105410,6137357,241,5,0,0
57,24개월,계좌이체,광랜,53785,3121377,499,6,1,1
70,24개월,계좌이체,기가,61355,4529867,357,6,0,0
13,12개월,지류고지서,없음,42066,511890,488,3,0,1
56,24개월,계좌이체,기가,109803,7094907,373,5,0,0
