line_code,material_grade,chamber_temp,chamber_pressure,chamber_humidity,vibration_level,cycle_time_sec,power_kw,worker_years,good_rate_percent
L2,M3,101.79,47.72,61.2,1.3754,118.3,207.75,10,94.78
L1,M1,110.61,48.72,39.1,1.2575,,173.41,9,94.65
L2,M2,95.27,49.22,53.7,1.4651,137.6,205.01,8,94.87
L2,M1,103.78,50.34,,0.9591,106.0,202.11,11,96.92
L2,M2,99.60,51.08,48.0,0.9395,116.2,200.24,9,93.04
L2,M3,95.83,50.89,51.9,1.2474,121.2,198.96,7,92.95
L2,M1,94.95,50.91,59.8,0.5908,115.1,232.81,1,93.82
L2,M2,100.01,50.67,50.6,1.2780,135.2,174.72,9,95.56
L2,M2,105.75,48.09,49.2,0.7263,124.8,235.10,6,94.32
L1,M3,114.12,49.95,39.8,0.8673,133.7,193.40,6,93.92
L2,M3,97.07,52.40,43.2,1.0244,133.0,228.33,9,93.93
L2,M1,90.61,50.11,48.7,0.6736,121.7,199.42,4,95.90
L2,M2,99.00,50.54,54.8,1.2957,108.2,232.63,9,96.47
L1,M2,95.68,46.48,43.0,1.0711,128.2,156.94,10,96.54
L2,M2,98.04,52.51,51.5,0.8009,122.7,188.77,1,92.94
L1,M2,98.91,,54.3,0.7976,129.3,212.20,7,94.57
L1,M1,95.57,50.81,51.3,1.2756,124.7,243.35,10,94.28
L1,M2,103.71,49.41,41.4,0.9689,114.3,216.23,3,92.76
L1,M2,103.57,51.37,53.1,0.6678,,190.09,1,93.73
L2,M3,,52.03,55.1,1.0613,121.5,251.88,5,94.74
L1,M2,95.74,48.50,57.8,0.6069,131.1,182.76,4,94.25
L1,M3,96.00,56.89,53.8,1.3051,112.9,178.16,4,92.89
L1,M2,102.76,51.54,62.7,1.2345,138.8,204.35,10,96.35
L2,M3,100.28,53.27,51.9,0.8797,118.0,197.58,8,95.51
L1,M3,104.07,50.13,51.6,1.2852,111.8,207.17,8,92.81
L2,M2,102.59,53.27,32.5,0.8586,121.3,219.78,4,93.63
L2,M1,94.78,49.25,54.5,1.1911,122.7,192.39,9,93.95
L2,M2,102.41,50.39,41.0,1.0989,120.3,228.31,6,94.53
L2,M2,100.12,49.67,52.3,0.9574,112.1,170.69,2,92.25
L1,M3,97.55,48.15,41.5,1.1348,128.0,163.82,2,91.95
L2,M1,107.06,51.76,,1.0910,105.1,196.03,1,93.71
L1,M2,108.10,46.21,39.8,1.0319,113.5,260.39,1,94.59
L2,M2,97.55,50.50,28.0,1.3441,112.8,222.97,11,93.18
L1,M1,111.59,47.51,58.5,1.0263,145.5,210.92,4,92.55
L2,M2,99.58,49.47,62.5,1.2201,112.8,206.97,10,94.28
L1,M2,99.58,51.59,53.7,0.8440,122.9,188.05,1,91.69
L1,M2,101.05,50.11,48.1,1.0831,138.8,193.80,5,95.35
L1,M1,95.45,51.47,49.6,0.8673,111.0,168.48,4,93.81
L2,M1,98.33,48.51,40.4,0.9014,91.4,208.58,7,94.55
L1,M1,98.06,52.03,46.0,1.1629,131.4,226.59,8,93.27
L1,M3,96.26,47.49,66.3,1.2688,119.2,212.31,3,93.23
L2,M1,102.29,48.39,66.7,1.3315,100.5,200.49,8,94.27
L2,M2,108.33,48.95,62.9,1.1989,125.5,175.18,8,92.81
L1,M1,97.68,49.51,45.6,0.9595,121.3,167.07,4,95.13
L2,M1,99.35,49.79,48.4,1.0573,129.3,173.18,6,93.65
L1,M2,102.62,49.13,49.5,1.1925,125.3,220.40,3,94.10
L2,M1,95.78,48.73,51.0,0.9435,107.2,145.60,10,94.39
L2,M2,109.50,48.82,47.5,1.0767,129.5,192.27,5,93.49
L2,M3,103.39,53.50,43.3,0.8823,131.5,213.66,4,94.74
L1,M1,102.31,51.16,37.1,0.9469,99.2,181.21,1,92.79
L2,M1,91.15,50.61,36.4,1.1592,120.2,200.62,4,93.55
L2,M3,104.02,49.52,51.9,1.3128,108.8,183.44,4,93.82
L2,M2,102.47,50.44,37.9,0.7734,107.9,184.97,3,95.07
L2,M1,89.94,47.23,37.9,0.9384,125.9,136.56,6,94.39
L1,M3,98.36,55.18,46.5,1.0304,128.8,234.86,8,94.59
L1,M3,,47.10,43.6,0.7903,122.8,216.08,10,93.20
L2,M1,102.54,51.22,50.9,0.9541,,190.26,5,94.61
L1,M2,101.19,52.22,48.7,1.2100,122.8,177.14,10,92.91
L2,M3,93.98,50.58,72.0,0.9584,110.0,183.70,6,94.74
L1,M2,103.25,50.38,44.3,0.7527,127.1,181.09,7,94.79
L1,M3,104.21,48.04,56.9,1.0110,115.1,188.82,7,92.47
L1,M2,95.64,51.17,70.2,1.1028,140.2,173.79,6,95.10
L2,M3,96.07,49.76,47.3,0.8004,108.8,195.21,11,94.81
L2,M3,106.97,50.92,42.7,0.8170,110.5,177.52,11,92.89
L2,M3,102.01,50.60,41.4,0.9819,121.1,204.56,7,95.52
L1,M3,100.25,52.91,52.6,0.9692,119.8,205.66,3,92.78
L2,M3,105.44,50.37,28.0,0.8965,129.6,188.17,5,96.64
L1,M1,100.94,48.41,,0.5944,119.1,200.25,6,93.92
L1,M1,96.89,46.66,44.6,1.0351,121.8,206.89,7,94.60
L1,M1,99.84,51.32,69.0,0.9463,129.4,184.67,10,94.32
L1,M2,105.56,54.46,68.9,0.6470,128.8,201.59,8,95.53
L1,M2,92.99,53.23,65.2,1.1807,127.2,182.72,10,94.96
L1,M1,100.66,44.26,44.4,1.1289,131.7,225.15,8,94.65
L2,M3,100.57,50.95,61.4,1.2543,117.7,195.93,4,95.20
L2,M1,96.23,48.05,44.1,1.1166,113.3,229.55,6,93.34
L2,M1,99.84,49.54,57.1,1.1933,122.0,199.46,6,93.49
L2,M1,106.47,50.88,72.0,1.0051,116.8,169.84,7,95.19
L1,M1,82.97,49.38,49.7,1.2930,108.7,161.35,5,92.66
L2,M2,105.68,50.19,55.0,0.6389,138.5,198.60,7,93.18
L1,M2,100.54,51.60,43.0,1.3086,113.6,165.62,2,93.50
L1,M2,104.10,54.85,47.3,1.1612,111.5,224.74,10,93.52
L1,M1,103.47,50.22,52.4,0.9485,142.3,165.38,3,95.55
L1,M1,100.91,51.70,48.4,1.1119,100.6,175.34,4,95.43
L1,M3,96.34,50.64,60.4,1.2415,131.5,227.63,3,92.16
L2,M1,111.27,48.67,68.6,1.2555,125.8,228.08,6,96.52
L2,M1,96.11,48.21,29.3,1.0940,134.1,231.73,2,93.43
L1,M3,93.39,52.61,45.4,0.7664,109.3,202.43,4,92.88
L1,M1,98.19,51.85,33.6,1.4626,129.8,160.75,9,91.81
L1,M3,106.14,50.08,36.0,0.8557,128.8,201.13,6,93.83
L1,M2,95.81,51.08,58.8,0.9686,123.1,172.73,4,92.27
L2,M2,89.00,48.07,32.2,1.4108,119.0,170.20,8,95.87
L2,M3,97.31,50.94,54.1,0.7632,109.1,208.98,2,94.42
L1,M2,105.03,48.87,50.5,0.9592,125.6,204.80,8,93.02
L2,M1,94.86,51.66,59.1,0.8508,116.4,172.94,9,95.19
L2,M1,101.41,50.41,58.3,0.8809,126.5,186.05,7,94.20
L2,M3,104.91,53.12,44.0,0.6591,121.6,204.49,3,94.47
L1,M1,,49.98,64.7,0.5689,124.6,214.78,9,96.19
L2,M3,86.93,50.43,57.5,1.0037,118.6,214.10,7,93.75
L1,M3,95.67,53.12,57.8,0.9668,115.8,194.14,8,92.97
L1,M3,96.06,47.20,43.6,0.8946,126.9,171.79,2,93.08
L1,M2,101.30,46.24,43.2,0.8332,135.1,229.22,5,93.46
L1,M3,95.13,49.25,38.3,0.9785,108.1,169.50,9,94.99
L1,M3,93.02,,59.4,0.7799,109.6,236.28,7,92.96
L1,M1,91.65,48.51,46.8,1.0303,114.0,209.09,3,91.61
L1,M2,99.52,46.08,63.9,1.0909,130.4,223.39,11,94.83
L1,M2,99.94,46.51,39.1,0.9165,114.1,185.16,9,94.24
L2,M3,90.57,48.99,37.5,0.8711,126.9,166.43,4,95.14
L1,M1,95.55,52.31,35.9,0.7052,126.4,180.71,10,95.41
L2,M2,95.66,51.49,42.1,1.1278,119.3,206.07,9,94.88
L2,M1,97.22,50.95,40.6,0.7983,116.7,201.63,6,94.49
L2,M1,102.59,53.90,,0.7483,129.4,176.05,3,94.18
L2,M1,99.00,52.47,31.3,1.1592,134.9,180.55,6,93.63
L1,M1,99.99,49.08,37.8,1.2844,130.5,200.92,5,94.91
L2,M3,98.14,43.47,68.1,0.9728,,190.21,10,95.96
L2,M1,99.86,51.83,62.8,1.0201,113.6,162.31,4,93.00
L1,M2,104.23,50.90,42.6,1.1388,120.3,183.56,1,95.80
L2,M2,105.06,50.53,42.7,1.2123,116.1,168.91,2,94.21
L2,M1,105.72,48.60,47.6,1.0258,135.6,178.68,1,94.33
L2,M3,93.05,51.11,46.9,1.0003,97.2,180.76,2,93.56
L1,M3,109.29,47.11,46.0,1.1475,120.4,186.56,11,95.08
L1,M2,101.22,51.45,48.2,0.9953,117.4,216.94,11,93.49
L2,M2,94.79,49.69,63.4,1.0028,129.3,194.44,8,93.49
L2,M3,100.93,50.70,54.5,0.7635,127.8,195.89,1,92.62
L2,M3,,54.12,59.2,0.9638,115.1,216.53,3,92.99
L1,M1,87.99,51.34,41.1,0.7805,129.9,207.66,5,93.62
L2,M3,104.77,50.02,52.2,0.8699,106.1,169.03,6,94.77
L2,M1,93.14,53.33,64.4,0.9673,129.1,178.62,1,92.63
L2,M3,107.53,45.55,58.5,0.8627,125.7,236.71,8,93.92
L1,M3,107.16,51.50,59.1,1.3140,116.9,196.98,6,92.89
L1,M3,106.65,51.39,46.3,1.2163,134.4,195.78,11,95.66
L2,M3,103.72,50.45,52.6,1.2045,120.2,187.48,6,95.62
L2,M3,96.73,51.66,63.2,1.3895,107.5,169.73,4,95.97
L1,M1,100.42,51.74,44.3,1.2752,126.7,210.07,6,93.92
L2,M2,95.86,47.91,38.3,1.1151,115.2,189.65,7,94.42
L1,M1,99.28,,41.4,1.0501,117.4,178.89,6,94.75
L2,M1,102.42,47.58,37.0,1.1392,124.7,194.28,10,94.99
L1,M1,105.80,,67.6,1.4573,136.9,199.86,8,94.44
L2,M3,99.91,47.53,45.2,0.9976,121.9,204.83,2,92.57
L2,M2,88.37,,35.8,1.0099,102.9,205.95,8,94.09
L1,M1,102.08,47.45,58.4,1.0967,108.2,194.43,11,95.42
L1,M3,93.95,48.39,44.4,0.7123,105.5,222.06,8,94.29
L1,M2,106.47,51.32,43.0,0.7549,125.6,157.02,7,94.00
L2,M3,101.63,48.60,52.2,0.9791,134.1,197.28,10,95.38
L1,M3,94.32,47.35,53.9,1.2916,100.5,201.42,8,95.65
L2,M2,93.75,46.81,59.6,0.7414,123.7,204.46,7,95.17
L2,M2,101.65,51.28,59.2,1.1113,119.9,181.93,10,95.40
L2,M2,,51.99,64.6,0.8514,118.3,168.61,9,94.83
L1,M1,98.88,45.93,52.1,1.4240,150.7,225.45,5,92.89
L1,M3,90.27,51.77,33.6,1.3762,137.9,208.74,2,94.63
L1,M3,91.88,53.11,54.3,0.9983,115.3,184.79,3,92.49
L2,M3,94.06,49.77,52.5,1.2310,124.1,173.54,2,93.36
L2,M1,,50.65,49.0,0.7980,,195.58,7,94.46
L1,M1,105.61,51.07,48.2,0.5856,134.6,156.89,10,93.99
L2,M2,96.83,46.43,38.5,0.8095,112.1,195.16,6,93.04
L1,M3,92.27,50.01,44.1,0.8708,142.8,151.90,6,92.15
L2,M2,103.66,50.19,60.1,0.9582,121.1,210.06,8,93.94
L1,M3,98.97,44.87,55.8,0.8901,127.4,226.47,4,92.68
L1,M2,98.83,50.68,37.1,1.0373,107.7,215.24,11,94.66
L2,M2,106.24,47.59,59.5,1.0480,135.8,228.73,2,93.57
L1,M1,97.81,51.38,62.7,0.8448,111.7,208.62,11,92.10
L2,M1,105.74,51.73,63.2,0.5604,121.3,187.68,2,95.72
L2,M3,112.75,51.89,44.8,1.2489,119.2,197.47,3,92.72
L1,M1,95.34,,57.4,0.8765,129.7,184.44,9,91.65
L2,M3,99.34,47.87,,1.2447,134.7,195.17,10,95.36
L2,M2,98.02,49.45,,0.8342,123.8,214.22,1,93.67
L2,M1,88.88,50.43,33.7,0.7839,120.3,144.72,4,92.68
L1,M2,101.04,50.19,55.0,0.9086,,223.90,1,94.17
L1,M1,94.99,49.78,48.0,1.0863,109.2,215.40,7,94.29
L1,M2,94.75,47.53,31.5,1.0317,106.0,218.53,3,93.41
L2,M2,96.70,49.24,44.1,0.8352,122.3,208.65,11,94.58
L2,M2,107.92,51.04,55.0,0.7613,,188.41,9,93.25
L1,M1,101.66,48.60,69.1,1.3232,101.5,185.82,11,94.55
L1,M2,98.39,50.65,42.6,0.9256,121.1,163.62,6,94.13
L1,M3,94.53,50.10,69.1,1.3416,119.9,239.52,10,95.05
L1,M1,94.65,47.17,57.5,0.9183,125.2,202.42,11,94.89
L2,M3,96.66,51.94,37.8,1.4079,122.7,185.23,4,94.03
L2,M2,111.43,54.03,28.5,0.5631,115.6,198.19,5,94.51
L2,M3,93.70,49.75,36.3,1.3538,103.3,187.98,5,93.54
L1,M2,100.37,48.99,50.5,0.8201,122.1,240.38,6,93.67
L2,M1,99.35,50.66,65.9,0.9536,139.5,186.55,4,94.32
L1,M2,92.62,48.57,51.0,1.2218,130.8,208.23,8,93.43
L1,M1,102.08,46.98,57.5,0.9587,121.2,183.63,4,91.87
L1,M1,105.39,53.96,46.3,0.6592,121.0,244.35,2,92.55
L2,M3,97.89,47.89,72.0,1.0506,110.4,225.95,7,95.42
L1,M3,100.35,50.89,39.5,1.3984,127.6,166.95,3,93.96
L1,M3,93.57,,52.9,0.8214,102.9,197.19,4,92.80
L1,M2,100.80,51.15,40.7,0.8759,144.9,216.53,2,93.30
L2,M2,109.66,50.10,44.6,1.1402,133.9,190.03,10,93.79
L1,M2,101.04,49.23,,1.0373,124.1,193.62,5,94.34
L1,M3,100.40,50.94,62.9,0.7297,121.5,202.27,1,93.88
L1,M3,100.17,49.68,54.9,0.9391,121.7,181.00,10,95.37
L2,M1,95.37,46.50,55.8,1.0057,120.4,181.97,1,93.52
L2,M2,93.23,53.64,35.9,0.6422,122.7,196.92,7,93.41
L1,M1,95.57,54.14,,1.1172,132.2,178.69,3,94.58
L1,M2,102.38,51.32,61.7,1.0214,111.9,238.39,3,94.43
L1,M3,89.06,49.61,53.1,0.8142,119.0,200.15,5,94.82
L1,M1,,47.78,65.8,1.1308,123.7,198.64,5,94.76
L1,M3,97.70,50.75,52.6,1.0056,118.9,160.22,1,93.72
L2,M3,102.63,45.49,56.2,1.0584,115.1,163.99,5,94.32
L1,M1,93.51,45.97,54.1,1.3808,119.0,227.43,3,95.11
L2,M1,107.90,50.61,72.0,1.0616,132.6,190.58,7,95.41
L1,M1,94.57,49.98,45.8,0.9455,103.0,190.41,3,95.68
L2,M3,106.62,49.95,38.2,1.2320,125.1,229.54,4,94.84
L1,M3,98.39,48.99,60.3,1.4985,146.5,230.91,6,95.53
L1,M2,114.32,46.34,66.1,0.8918,115.9,209.13,3,94.32
L1,M3,101.70,50.43,45.2,1.0504,,186.88,5,95.07
L2,M1,102.40,52.29,47.5,0.9483,126.8,198.06,9,96.44
L1,M1,91.54,46.21,72.0,1.0309,105.6,189.64,5,93.42
L2,M1,97.67,55.39,68.3,1.1704,117.4,193.18,2,93.17
L2,M3,104.03,48.19,41.1,0.7165,117.5,204.19,9,94.22
L1,M2,97.22,49.78,41.7,1.1013,133.6,197.96,3,92.42
L2,M3,104.99,49.82,61.1,1.1224,117.7,241.35,7,95.67
L2,M2,,48.24,48.6,1.5590,104.7,169.58,3,93.14
L2,M2,100.70,50.48,53.0,0.9559,107.2,161.93,6,95.61
L2,M3,99.17,49.24,51.1,1.2358,128.0,209.43,9,95.71
L1,M1,110.26,52.46,33.3,0.8327,128.1,210.13,6,91.74
L2,M2,91.11,47.75,,1.0916,124.7,170.98,5,94.12
L2,M1,102.87,50.01,52.5,1.2063,121.5,218.63,2,94.55
L1,M2,99.78,51.13,45.1,1.0382,126.8,189.67,10,94.54
L2,M3,96.93,50.85,54.8,1.0445,123.9,197.46,1,93.12
L2,M3,101.18,48.25,47.5,1.0216,117.3,160.74,8,93.91
L1,M1,104.04,48.37,37.8,1.1578,104.4,175.54,5,95.31
L2,M3,95.42,49.88,28.0,0.9579,100.4,209.88,1,93.26
L2,M2,102.06,50.83,57.2,1.2294,114.5,186.22,4,94.23
L1,M2,107.65,49.79,28.0,0.9793,120.1,211.21,10,94.94
L1,M2,108.36,45.80,51.3,1.0210,134.1,206.34,5,95.38
L1,M1,103.93,47.08,51.5,0.9185,112.2,195.89,1,93.99
L2,M3,97.52,49.10,38.4,0.8345,110.6,205.15,1,93.03
L1,M2,106.91,48.05,50.1,1.0149,104.4,176.59,10,94.74
L2,M1,104.38,51.78,59.9,0.9177,134.0,189.25,1,94.25
L2,M2,103.56,48.31,30.4,1.1372,124.8,187.30,2,93.56
L2,M1,89.92,51.85,72.0,0.9192,122.8,177.43,11,94.93
L2,M2,102.59,52.57,51.1,1.0203,119.2,195.69,11,95.98
L1,M1,96.03,52.65,42.4,1.1490,125.2,237.87,1,95.60
L1,M2,95.18,47.09,58.2,0.7075,114.1,169.96,3,95.00
L2,M3,99.78,47.08,28.0,0.9953,127.8,238.13,10,95.01
L2,M3,105.26,52.01,47.3,1.2701,140.3,240.31,6,95.14
L1,M2,105.47,51.80,,0.7574,130.0,205.83,3,94.34
L2,M3,96.18,52.59,51.6,1.1167,126.7,167.66,4,93.29
L1,M1,99.34,50.42,36.7,0.9701,117.1,232.87,8,94.11
L1,M3,,47.63,56.0,1.0245,139.2,192.79,5,92.52
L2,M1,102.27,47.70,30.2,1.0066,112.2,225.66,9,96.72
L1,M2,107.37,51.20,56.8,1.3573,119.9,220.53,6,95.01
L2,M3,96.17,52.15,,0.7161,116.2,213.42,2,93.75
L2,M3,101.47,51.82,54.8,1.0525,123.7,175.86,4,93.86
L1,M2,101.04,49.52,46.0,1.0058,130.9,229.87,4,94.24
L1,M2,88.95,50.99,58.4,0.8007,133.9,157.20,4,96.36
L1,M1,106.90,49.70,61.5,0.9957,106.1,157.72,3,92.67
L2,M2,96.50,51.38,59.2,1.1151,86.2,222.31,2,95.19
L2,M1,103.94,46.77,52.6,1.2477,120.7,186.76,8,95.92
L2,M3,96.39,51.39,39.9,1.0568,121.0,215.86,8,94.18
L2,M2,96.34,52.15,61.4,0.8938,115.0,169.00,6,92.94
L2,M1,105.56,51.69,60.7,1.0995,127.9,176.47,5,95.56
L1,M1,97.47,49.17,36.7,1.3734,116.8,192.88,8,95.13
L2,M3,94.11,51.38,44.3,1.2632,113.3,195.83,8,94.10
L1,M3,103.80,51.70,49.0,1.0420,117.7,227.05,4,95.61
L1,M1,99.09,52.83,,0.9209,113.4,175.03,6,93.00
L1,M2,92.76,50.29,49.9,0.7300,132.3,201.17,1,95.29
L2,M2,105.75,50.06,46.8,0.8282,98.2,181.81,1,91.09
L1,M1,93.16,,46.4,1.0037,108.4,180.98,3,93.95
L1,M2,102.31,51.87,42.0,0.5823,120.1,235.46,2,93.49
L2,M3,104.32,50.28,39.1,1.1086,100.4,152.35,3,92.70
L2,M1,93.98,47.46,46.1,1.2694,126.4,148.86,1,94.91
L1,M1,97.17,51.43,43.9,1.1163,102.1,216.80,7,96.34
L2,M3,104.46,46.59,42.0,1.2684,111.5,178.40,10,96.58
L1,M3,94.37,52.03,32.3,1.1344,121.1,191.87,10,92.70
L2,M2,101.66,49.97,32.8,0.5356,101.8,204.72,8,95.71
L2,M3,99.01,50.92,48.3,0.9548,,201.20,4,94.48
L2,M1,106.68,51.92,50.6,0.7098,121.3,179.70,1,93.66
L2,M3,101.05,47.63,41.5,0.9129,113.0,189.21,2,93.44
L1,M3,99.24,51.34,54.8,1.2416,117.2,217.60,7,96.00
L2,M3,94.78,51.28,42.7,0.7411,123.6,197.11,10,93.92
L1,M2,97.48,53.74,52.4,1.2017,122.9,206.12,10,94.04
L2,M3,103.65,53.01,66.3,1.1984,129.5,174.66,7,92.53
L1,M3,99.28,51.39,49.0,1.0708,120.3,206.23,9,96.86
L2,M2,100.66,46.73,63.4,1.0528,127.8,208.41,6,93.55
L2,M2,98.03,52.75,47.9,1.2683,117.3,181.55,9,94.29
L1,M3,109.65,50.34,65.7,0.4618,129.2,207.58,9,94.91
L2,M1,109.81,51.22,61.2,0.9554,124.6,193.57,8,94.67
L1,M2,104.54,49.29,31.4,1.1469,131.9,195.70,7,95.12
L2,M2,100.00,,58.7,1.0567,136.2,170.09,9,93.72
L2,M3,100.53,50.17,50.6,0.6471,112.3,189.98,5,93.56
L1,M2,98.91,50.38,46.1,0.7117,124.1,198.61,6,94.44
L1,M3,101.33,49.89,45.5,0.6867,105.6,222.39,3,92.93
L1,M3,107.43,49.08,57.0,0.7080,110.5,159.04,10,92.15
L1,M1,103.01,49.95,40.9,1.3439,109.1,163.68,3,93.45
L2,M1,89.65,50.75,48.1,1.2712,119.8,205.68,7,95.69
L1,M2,107.16,51.69,42.6,0.8446,123.3,217.37,1,93.45
L2,M3,104.66,49.91,37.6,0.9333,117.8,201.50,5,94.57
L1,M1,94.89,47.06,51.3,1.1314,128.5,217.83,9,95.84
L2,M3,106.58,52.14,,0.5461,113.6,169.87,7,94.87
L2,M3,97.76,48.13,39.1,0.8998,123.7,197.94,1,94.16
L1,M2,99.66,48.38,28.0,0.8623,111.1,228.38,7,94.69
L2,M1,96.04,43.84,39.2,0.5663,130.0,191.96,10,95.14
L2,M1,107.93,53.89,39.6,0.8740,,245.85,8,95.64
L1,M2,97.32,49.51,60.6,0.7159,118.3,204.48,6,94.34
L1,M1,94.61,48.82,40.4,1.2710,104.9,154.94,2,93.58
L2,M1,98.06,51.72,28.0,1.1556,104.8,221.90,6,93.79
L1,M1,100.15,50.78,43.5,0.9904,122.4,195.57,2,94.08
L2,M2,100.34,45.52,39.9,1.1864,125.3,178.18,3,94.96
L1,M1,,48.68,54.4,1.0867,129.5,185.88,3,94.11
L2,M2,102.49,48.32,40.7,1.0411,131.1,205.87,3,93.17
L2,M2,102.75,45.56,35.7,1.0397,121.4,191.53,11,93.35
L2,M2,93.12,51.50,28.5,0.9434,109.6,204.63,3,92.84
L2,M2,92.31,46.39,61.7,1.1295,108.4,210.98,2,95.19
L2,M2,99.42,48.03,40.6,0.9052,110.2,200.43,7,94.19
L1,M2,105.19,46.40,50.7,1.1613,127.9,196.02,3,95.21
L2,M1,105.14,48.78,66.6,1.1976,105.2,205.09,10,93.91
L2,M3,106.34,52.40,44.6,1.0354,116.1,148.67,9,95.26
L1,M3,108.09,52.01,47.9,1.0192,107.1,187.11,7,94.19
L2,M3,102.73,47.82,42.8,1.1798,123.7,204.00,3,93.71
L1,M3,102.47,50.58,55.0,1.2602,130.6,236.56,8,93.96
L1,M2,91.97,48.26,50.6,0.7908,108.2,228.18,6,92.89
L2,M2,109.57,48.74,41.4,1.0902,110.3,234.21,8,97.16
L2,M1,99.19,44.77,69.6,1.1106,106.0,208.13,8,94.78
L1,M2,98.97,50.66,30.2,1.0147,98.2,151.36,6,94.91
L2,M1,103.57,52.57,50.3,0.8573,112.8,224.30,9,94.10
L1,M1,96.85,48.74,69.9,1.1233,101.4,172.50,9,94.87
L2,M2,104.78,48.96,52.3,1.2670,122.2,202.05,5,94.52
L1,M3,104.13,47.62,53.0,0.8076,113.3,210.24,9,93.56
L1,M2,96.55,46.49,72.0,0.7237,,205.08,1,93.54
L2,M1,99.68,49.64,39.4,0.9044,116.6,199.54,3,97.70
L2,M3,96.41,48.28,52.6,1.2421,122.3,189.98,11,92.96
L1,M1,88.65,49.03,50.7,1.0699,106.8,204.31,3,93.36
L2,M1,91.91,49.41,37.9,1.2107,127.4,171.17,11,95.83
L2,M1,109.76,48.72,49.2,1.0561,124.3,240.74,8,94.69
L2,M2,96.06,51.77,45.4,1.2620,126.8,156.48,6,93.37
L1,M1,102.54,48.86,72.0,0.8645,130.3,180.50,3,94.13
L1,M1,102.68,49.55,28.0,0.9351,142.3,203.74,1,94.61
L1,M3,98.80,52.05,36.9,1.0926,119.6,203.02,3,93.99
L1,M1,103.43,53.82,56.4,1.1277,130.3,208.46,2,93.75
L2,M1,102.93,52.35,45.0,1.1149,120.6,195.71,2,96.28
L1,M1,107.48,47.38,44.1,1.0926,109.2,241.99,4,92.07
L1,M2,112.75,51.28,,0.7014,125.5,180.41,10,95.40
L2,M2,100.24,52.20,50.3,1.3056,108.6,213.77,11,94.03
L2,M1,106.99,49.69,54.1,0.8477,119.9,200.47,2,93.20
L2,M3,98.43,,49.8,1.3174,121.6,172.59,3,94.14
L1,M1,95.80,50.12,37.9,1.1736,120.8,213.09,8,93.96
L2,M2,107.02,50.42,52.6,0.9823,109.0,193.71,9,96.66
L1,M1,101.56,47.08,,1.2074,124.4,160.63,8,92.32
L1,M3,,52.28,72.0,0.9618,119.6,186.21,8,93.96
L1,M1,104.58,54.20,43.5,1.2222,134.8,154.76,11,95.50
L1,M1,96.98,45.11,49.1,1.0234,124.8,195.01,11,95.48
L1,M1,96.54,47.97,,1.3176,126.7,253.38,4,93.30
L2,M2,102.95,48.90,34.6,1.1852,128.4,180.21,1,93.28
L1,M2,,49.51,64.4,0.7696,108.8,178.05,3,92.65
L2,M2,99.57,49.10,63.4,1.0337,121.9,185.33,2,95.82
L1,M1,97.14,50.63,49.6,0.9267,110.6,172.11,4,93.45
L2,M3,107.38,50.61,56.0,0.8951,111.5,194.96,2,92.23
L1,M2,107.76,49.04,,1.3235,126.7,231.01,11,93.86
L2,M1,100.82,45.77,42.1,0.7676,92.7,231.47,2,93.75
L2,M1,101.62,,59.4,0.9471,110.7,242.33,10,96.23
L2,M2,98.17,,40.6,1.0479,110.5,194.97,4,92.92
L1,M3,96.76,48.77,38.9,0.7686,125.1,165.75,4,95.54
L2,M1,104.91,50.85,61.3,0.9782,119.4,177.81,6,94.52
L2,M3,98.68,49.79,40.5,1.0623,131.0,216.78,6,92.53
L2,M2,103.36,,39.7,0.9043,107.7,209.54,9,95.92
L1,M2,97.28,51.85,55.8,0.8219,121.1,199.34,6,93.83
L2,M2,95.97,49.24,72.0,0.7809,120.2,170.71,8,94.39
L1,M1,98.77,,50.3,1.0116,122.8,245.72,10,94.73
L1,M2,110.33,49.92,54.2,1.3064,106.1,212.63,4,94.81
L2,M3,104.09,48.63,51.6,0.7306,130.8,163.80,10,94.04
L2,M3,98.36,51.88,63.0,0.8766,116.6,162.32,10,95.17
L1,M3,91.45,47.21,43.3,1.2787,119.3,220.27,11,93.39
L1,M2,97.24,48.06,40.0,0.7272,107.8,202.07,7,93.28
L1,M1,93.61,49.38,51.4,0.9653,130.3,158.09,4,92.71
L2,M3,99.31,51.56,56.9,1.3295,134.0,188.25,2,92.83
L1,M3,93.94,48.54,35.9,1.1329,112.0,223.01,11,94.97
L2,M2,96.38,52.63,56.5,1.2000,131.9,221.63,9,95.13
L2,M2,106.91,48.17,57.9,0.6632,125.8,191.93,10,94.09
L2,M1,107.82,53.04,32.1,0.8341,101.7,202.04,7,96.31
L2,M2,100.94,46.59,45.7,0.9865,117.3,196.77,7,94.37
L1,M3,97.48,52.19,58.0,1.1760,114.5,196.01,8,93.05
L1,M1,94.54,53.14,48.6,1.1500,111.9,208.28,8,93.15
L2,M2,107.54,47.65,46.7,0.9350,115.8,185.76,10,94.67
L1,M2,,50.03,52.5,0.6250,121.4,210.41,2,93.28
L2,M1,102.46,52.37,50.4,1.1155,121.3,196.22,4,93.98
L1,M2,94.72,50.43,57.6,0.8076,138.9,222.01,10,92.95
L2,M1,101.83,50.92,72.0,0.9396,100.2,189.10,3,93.61
L1,M2,98.75,51.54,48.7,0.7007,124.0,212.36,10,94.47
L1,M1,104.46,50.02,52.1,0.9563,124.9,204.49,7,93.90
